GHGRP ID,Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Shutdown Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
1002667,951,Ocean County LF,NJ,2498 Route 70,Manchester,Ocean,8759,40.025,-74.255,Private,Ocean County Landfill Corp.,1973,2025,Open,"21,564,513",2022,Yes,6.898,1.489,1022-1,Operational,"Project #1, Expansion #1",4/3/07,,Electricity,Reciprocating Engine,,4.71,9.6,2.79,0.2383,0.0229
1006252,2075,Old Dominion LF,VA,2001 Charles City Road,Richmond,Henrico,23231,37.508,-77.376,Private,"Republic Services, Inc.",1994,2044,Open,"22,666,998",2022,Yes,6.493,6.316,180130-0,Operational,Project #1,1/4/12,,Electricity,Reciprocating Engine,,0.28,6.4,0.185,0.0142,0.0014
1002320,232,Olinda Alpha SLF,CA,1942 N. Valencia Avenue,Brea,Orange,92823,33.93361,-117.84361,Public,"County of Orange - OC Waste & Recycling, CA",1960,2036,Open,"92,800,120",2022,Yes,14.069,0.912,181049-0,Operational,Project #3,6/28/12,,Electricity,Combined Cycle,,23.4,32.5,10.6,1.1841,0.1137
1002320,232,Olinda Alpha SLF,CA,1942 N. Valencia Avenue,Brea,Orange,92823,33.93361,-117.84361,Public,"County of Orange - OC Waste & Recycling, CA",1960,2036,Open,"92,800,120",2022,Yes,14.069,0.912,181049-1,Operational,"Project #3, Expansion #1",1/1/15,,Electricity,Combined Cycle,,4.68,,1.76,0.2368,0.0227
1001953,10781,Onslow County LF,NC,415 Meadowview Road,Jacksonville,Onslow,28540,34.7872,-77.5309,Public,"Onslow County Solid Waste Department, NC",1985,2043,Open,"4,168,164",2022,Yes,0.827,0.376,180931-0,Operational,Project #1,11/20/13,,Electricity,Reciprocating Engine,,1.22,1.953,0.65,0.0617,0.0059
1005257,1006,Ontario County SLF,NY,"3555 Post Farm Road
1879 State Route 5 & 20",Stanley,Ontario,14561,42.8591,-77.0804,Public,"Ontario County, NY",1974,2028,Open,"19,022,335",2022,Yes,7.17,2.021,1078-0,Operational,Project #1,10/15/03,,Electricity,Reciprocating Engine,,2.71,3.2,1.471,0.1371,0.0132
1005257,1006,Ontario County SLF,NY,"3555 Post Farm Road
1879 State Route 5 & 20",Stanley,Ontario,14561,42.8591,-77.0804,Public,"Ontario County, NY",1974,2028,Open,"19,022,335",2022,Yes,7.17,2.021,1078-1,Operational,"Project #1, Expansion #1",6/29/05,,Electricity,Reciprocating Engine,,2.03,2.4,1.103,0.1027,0.0099
1005257,1006,Ontario County SLF,NY,"3555 Post Farm Road
1879 State Route 5 & 20",Stanley,Ontario,14561,42.8591,-77.0804,Public,"Ontario County, NY",1974,2028,Open,"19,022,335",2022,Yes,7.17,2.021,1078-2,Operational,"Project #1, Expansion #2",11/25/10,,Electricity,Reciprocating Engine,,0.68,0.8,0.368,0.0344,0.0033
1005257,1006,Ontario County SLF,NY,"3555 Post Farm Road
1879 State Route 5 & 20",Stanley,Ontario,14561,42.8591,-77.0804,Public,"Ontario County, NY",1974,2028,Open,"19,022,335",2022,Yes,7.17,2.021,1078-3,Operational,"Project #1, Expansion #3",3/1/13,,Electricity,Reciprocating Engine,,4.06,4.8,2.207,0.2054,0.0197
1008215,420,Orange County SLF,FL,12100 Young Pine Road,Orlando,Orange,32829,28.481,-81.2083,Public,"Orange County Utilities, Solid Waste Division, FL",1972,2088,Open,"36,079,131",2022,Yes,5.622,2.335,485-1,Operational,"Project #1, Expansion #1",8/1/11,,Electricity,Steam Turbine,,8,,3.96,0.4048,0.0389
1002684,2241,Orchard Hill SLF,MI,3290 Hennessey Road,Watervliet,Berrien,49098,42.17127,-86.28116,Private,Landfill Management Co.,1976,2055,Open,"6,654,715",2022,Yes,1.683,0.098,200449-0,Operational,Project #2,2/1/13,,Electricity,Reciprocating Engine,,2.92,3.2,1.52,0.1478,0.0142
1006876,2151,Orchard Ridge RDF,WI,W124 N9355 Boundary Road,Menomonee Falls,Waukesha,53051,43.188,-88.0765,Private,WM,1950,2039,Open,"38,349,358",2022,Yes,7.386,0.065,1765-1,Operational,"Project #1, Expansion #1",1/1/11,,Electricity,Gas Turbine,,10.13,12.4,7.33,0.5126,0.0492
1000349,431,Osceola Landfill,FL,1930 E. Osceola Road,Geneva,Seminole,32732,28.79278,-81.0882,Public,"Seminole County Board of Commissioners, FL",1970,2056,Open,"12,017,340",2022,Yes,1.262,0.054,496-1,Operational,"Project #1, De-Expansion #1",1/1/15,,Electricity,Reciprocating Engine,,2.43,4.8,1.197,0.123,0.0118
1007027,1883,Ottawa County Farms Landfill,MI,15550 68th Avenue,Coopersville,Ottawa,49404,43.0502,-85.95682,Private,"Republic Services, Inc.",1982,2068,Open,"29,949,936",2022,Yes,2.611,0.051,166932-1,Operational,"Project #1, Expansion #1",2/13/06,,Electricity,Reciprocating Engine,,1.48,1.6,0.82,0.0749,0.0072
1007027,1883,Ottawa County Farms Landfill,MI,15550 68th Avenue,Coopersville,Ottawa,49404,43.0502,-85.95682,Private,"Republic Services, Inc.",1982,2068,Open,"29,949,936",2022,Yes,2.611,0.051,166932-2,Operational,"Project #1, De-Expansion #1",1/1/14,,Electricity,Reciprocating Engine,,3.69,4,2.04,0.1867,0.0179
1007112,238,Ox Mountain SLF,CA,12310 San Mateo Road,Half Moon Bay,San Mateo,94019,37.499,-122.412,Private,"Republic Services, Inc.",1977,2042,Open,"38,155,932",2022,Yes,10.804,1.868,296-0,Operational,Project #1,4/1/09,,Electricity,Reciprocating Engine,,10.58,11.4,4.768,0.5354,0.0514
1000429,952,Pennsauken SLF,NJ,9600 River Road,Pennsauken,Camden,8110,39.991,-75.0342,Public,"Pollution Control Financing Authority of Camden County, NJ",1970,2032,Open,"6,978,041",2022,Yes,0.288,0,1023-1,Operational,"Project  #1, De-Expansion #1",1/1/11,,Electricity,Reciprocating Engine,,0.96,1.85,0.57,0.0486,0.0047
1003133,1884,"People's Landfill, Inc.",MI,4143 Rathbun Road,Birch Run,Saginaw,48415,43.2802,-83.869,Private,WM,1968,2046,Open,"12,020,411",2022,Yes,1.797,,166933-0,Operational,Combination Project,1/1/95,,Electricity,Reciprocating Engine,,1.17,1.6,,0.0296,0.0028
1003133,1884,"People's Landfill, Inc.",MI,4143 Rathbun Road,Birch Run,Saginaw,48415,43.2802,-83.869,Private,WM,1968,2046,Open,"12,020,411",2022,Yes,1.797,,166933-1,Operational,"Combination Project, Expansion #1",1/1/99,,Electricity,Reciprocating Engine,,1.17,1.6,,0.0592,0.0057
1003133,1884,"People's Landfill, Inc.",MI,4143 Rathbun Road,Birch Run,Saginaw,48415,43.2802,-83.869,Private,WM,1968,2046,Open,"12,020,411",2022,Yes,1.797,,166933-3,Operational,"Combination Project, De-Expansion #1",4/30/17,,Electricity,Reciprocating Engine,,0.59,0.8,,0.0299,0.0029
1005656,406,Perdido LF,FL,13009 Beulah Road,Cantonment,Escambia,32533,30.57654,-87.3897,Public,"Escambia County, FL",1980,2042,Open,"12,316,233",2022,Yes,1.974,0.24,180873-0,Operational,Project #2,10/7/10,,Electricity,Reciprocating Engine,,2.69,3.2,1.29,0.1361,0.0131
1007726,1689,Pheasant Run Recycling and Disposal Facility,WI,19414 60th Street,Bristol,Kenosha,53104,42.58275,-88.04383,Private,WM,1967,2062,Open,"23,120,279",2022,Yes,2.633,0.036,1769-0,Operational,"Project #1, Expansions #1 & #2",1/1/92,,Electricity,Reciprocating Engine,,4.86,8.8,2.59,0.2459,0.0236
1002478,2266,Pine Ridge Landfill,GA,105 Bailey Jester Road,Griffin,Butts,30223,33.240017,-84.118684,Private,"Republic Services, Inc.",1997,2041,Open,"25,610,923",2022,Yes,4.874,2.906,180356-0,Operational,Project #1,7/22/16,,Electricity,Reciprocating Engine,,4.05,6.5,1.968,0.2049,0.0197
1007745,1893,Pine Tree Acres LF Inc.,MI,36600 29 Mile Road,Lenox,Macomb,48048,42.7649,-82.7456,Private,WM,1987,2037,Open,"52,948,725",2022,Yes,8.598,0.215,166943-0,Operational,Project #1,7/24/01,,Electricity,Reciprocating Engine,,3.6,4,2.095,0.1822,0.0175
1007745,1893,Pine Tree Acres LF Inc.,MI,36600 29 Mile Road,Lenox,Macomb,48048,42.7649,-82.7456,Private,WM,1987,2037,Open,"52,948,725",2022,Yes,8.598,0.215,166943-1,Operational,"Project #1, Expansion #1",12/31/03,,Electricity,Reciprocating Engine,,1.44,1.6,0.838,0.0729,0.007
1007745,1893,Pine Tree Acres LF Inc.,MI,36600 29 Mile Road,Lenox,Macomb,48048,42.7649,-82.7456,Private,WM,1987,2037,Open,"52,948,725",2022,Yes,8.598,0.215,166943-2,Operational,"Project #1, Expansion #2",3/2/10,,Electricity,Reciprocating Engine,,2.88,3.2,1.676,0.1457,0.014
1007745,1893,Pine Tree Acres LF Inc.,MI,36600 29 Mile Road,Lenox,Macomb,48048,42.7649,-82.7456,Private,WM,1987,2037,Open,"52,948,725",2022,Yes,8.598,0.215,166943-3,Operational,"Project #1, Expansion #3",7/1/12,,Electricity,Reciprocating Engine,,6.87,12.8,3.73,0.3476,0.0334
1011037,1263,Pioneer Crossing LF,PA,727 Redlane Road,Birdsboro,Berks,19508,40.2736,-75.8139,Private,J.P. Mascaro & Sons,1966,2028,Open,"11,225,721",2022,Yes,4.496,1.5,167019-0,Operational,Project #2,10/6/08,,Electricity,Reciprocating Engine,,4.32,6.4,2.34,0.2186,0.021
1011037,1263,Pioneer Crossing LF,PA,727 Redlane Road,Birdsboro,Berks,19508,40.2736,-75.8139,Private,J.P. Mascaro & Sons,1966,2028,Open,"11,225,721",2022,Yes,4.496,1.5,167019-1,Operational,"Project #2, Expansion #1",12/17/13,,Electricity,Reciprocating Engine,,1.08,1.6,0.56,0.0547,0.0053
1007345,250,Potrero Hills SLF,CA,3675 Potrero Hills Lane,Suisun City,Solano,94585,38.22333,-121.97778,Private,"Waste Connections, Inc.",1986,2059,Open,"22,869,490",2022,Yes,3.622,0.807,309-0,Operational,Project #1,4/30/16,,Electricity,Reciprocating Engine,,7.5,8,3.13,0.3795,0.0364
1007891,1967,Prairie Bluff Sanitary Landfill,MS,1649 Highway 15 N,Houston,Chickasaw,38851,33.9585,-88.9921,Private,WM,1988,2474,Open,"6,674,201",2022,Yes,0.817,0.017,181081-0,Operational,Project #2,10/24/12,,Electricity,Reciprocating Engine,,1.1,1.6,0.476,0.0557,0.0053
1007833,559,Prairie View RDF,IN,15055 Shively Road,Bremen,St. Joseph,46506,41.5005,-86.1725,Private,WM,1981,2039,Open,"14,292,886",2022,Yes,2.485,0.024,628-0,Operational,Project #1,9/1/94,,Electricity,Reciprocating Engine,,2.08,3.2,1.146,0.1053,0.0101
1007833,559,Prairie View RDF,IN,15055 Shively Road,Bremen,St. Joseph,46506,41.5005,-86.1725,Private,WM,1981,2039,Open,"14,292,886",2022,Yes,2.485,0.024,628-1,Operational,"Project #1, Expansion #1",10/23/07,,Electricity,Reciprocating Engine,,2.4,3.2,1.318,0.1214,0.0117
1007632,834,Prairie View Regional Waste Facility,MO,16 East State Highway  Dd,Lamar,Barton,64759,37.551,-94.311,Private,"Republic Services, Inc.",1985,2039,Open,"13,611,593",2022,Yes,2.906,1.34,904-0,Operational,Combination Project,6/30/10,,Electricity,Reciprocating Engine,,2.8,3.2,1.57,0.0708,0.0068
1004707,1592,Prince William County Sanitary Landfill,VA,14811 Dumfries Road,Manassas,Prince William,20112,38.638,-77.422,Public,"Prince William County, VA",1968,2033,Open,"12,362,500",2022,Yes,5.751,2.738,1671-0,Operational,Project #1,11/1/98,,Electricity,Reciprocating Engine,,1.51,1.9,0.79,0.0764,0.0073
1004707,1592,Prince William County Sanitary Landfill,VA,14811 Dumfries Road,Manassas,Prince William,20112,38.638,-77.422,Public,"Prince William County, VA",1968,2033,Open,"12,362,500",2022,Yes,5.751,2.738,1671-1,Operational,"Project #1, Expansion #1",10/28/13,,Electricity,Reciprocating Engine,,4.38,4.8,2.23,0.2216,0.0213
1001568,763,Quarantine Road SLF,MD,6100 Quarantine Road,Curtis Bay,Baltimore city,21226,39.2085,-76.5549,Public,"City of Baltimore, MD",1985,2026,Open,"5,769,357",2017,Yes,0.398,,833-0,Operational,Project #1,4/22/09,,Electricity,Cogeneration,,0.7,4,0.398,0.0354,0.0034
1007785,2150,Raleigh County SWA Landfill,WV,"200 Fernandez Drive
918 Ragland Road",Beckley,Raleigh,25801,37.8167,-81.1631,Public,"Raleigh County, WV",1974,2083,Open,"4,307,819",2022,Yes,0.701,,180220-0,Operational,New River Clean Energy Project,3/15/17,,Electricity,Reciprocating Engine,,1.16,3.2,0.313,0.0587,0.0056
1005042,54,Recology Hay Road LF,CA,6426 Hay Road,Vacaville,Solano,95687,38.31497,-121.83164,Private,Recology,1964,2063,Open,"9,207,695",2022,Yes,2.201,1.475,110-0,Operational,Project #1,7/2/13,,Electricity,Reciprocating Engine,,1.48,1.6,0.726,0.0749,0.0072
1004745,1976,Recology Ostrom Road LF,CA,5900 Ostrom Road,Wheatland,Yuba,95692,39.07171,-121.3925,Private,Recology,1995,2084,Open,"8,801,706",2022,Yes,1.846,0.298,167060-0,Operational,Project #1,1/9/09,,Electricity,Reciprocating Engine,,1.52,1.6,0.698,0.0769,0.0074
1004745,1976,Recology Ostrom Road LF,CA,5900 Ostrom Road,Wheatland,Yuba,95692,39.07171,-121.3925,Private,Recology,1995,2084,Open,"8,801,706",2022,Yes,1.846,0.298,167060-1,Operational,"Project #1, Expansion #1",9/11/13,,Electricity,Reciprocating Engine,,1.85,1.95,0.85,0.0936,0.009
1007668,258,Redwood SLF,CA,8950 Redwood Highway,Novato,Marin,94945,38.1661,-122.57922,Private,WM,1958,2034,Open,"17,011,540",2022,Yes,2.845,1.502,181063-0,Operational,Project #2,9/20/17,,Electricity,Reciprocating Engine,,2.54,3.9,1.35,0.1285,0.0123
1007706,1854,Richland County Landfill,SC,1047 Highway Church Road,Elgin,Richland,29045,34.1042,-80.782,Private,WM,1972,2044,Open,"24,259,417",2022,Yes,6.323,4.004,166434-0,Operational,Project #1,2/28/06,,Electricity,Gas Turbine,,0.2,5.5,0.127,0.0101,0.001
1007706,1854,Richland County Landfill,SC,1047 Highway Church Road,Elgin,Richland,29045,34.1042,-80.782,Private,WM,1972,2044,Open,"24,259,417",2022,Yes,6.323,4.004,166434-1,Operational,"Project #1, Expansion #1",1/1/13,,Electricity,Reciprocating Engine,,1.81,3.2,1.133,0.0916,0.0088
1004487,454,Richland Creek Road Landfill,GA,5691 South Richland Creek Road,Buford,Gwinnett,30518,34.127,-84.0353,Private,"Republic Services, Inc.",1989,2030,Open,"21,968,810",2022,Yes,5.795,2.401,519-0,Operational,Project #1,7/22/16,,Electricity,Reciprocating Engine,,6.09,10.88,3.4,0.3082,0.0296
1007834,1695,Ridgeview RDF,WI,6207 Hempton Lake Road,Whitelaw,Manitowoc,54247,44.1725,-87.8418,Private,WM,1976,2040,Open,"15,398,181",2022,Yes,2.414,0.003,1775-0,Operational,"Project #1, Expansions #1 & #2",9/15/02,,Electricity,Reciprocating Engine,,4.28,4.8,2.41,0.2166,0.0208
1007687,1248,"Riverbend Landfill Company, Inc.",OR,13469 SW Highway 18,McMinnville,Yamhill,97128,45.161,-123.247,Private,WM,1982,2032,Open,"16,676,913",2022,Yes,2.48,0.658,181029-0,Operational,Project #2,6/30/10,,Electricity,Reciprocating Engine,,3.25,4.8,1.82,0.1645,0.0158
1003601,1885,Riverview Land Preserve,MI,20863 Grange Road,Riverview,Wayne,48193,42.15621,-83.21208,Public,"City of Riverview, MI",1968,2031,Open,"24,906,224",2022,Yes,5.1,1.095,166934-0,Operational,Project #1,1/1/87,,Electricity,Gas Turbine,,5.17,6.6,4.011,0.2616,0.0251
1003481,1127,Robeson County LF,NC,246 Landfill Road,St. Pauls,Robeson,28384,34.79,-78.908,Public,"Robeson County, NC",1985,2041,Open,"3,557,236",2022,Yes,0.567,,1201-0,Operational,Project #1,1/13/12,,Electricity,Reciprocating Engine,,1.06,1.06,0.482,0.0536,0.0052
1004936,507,Rochelle Municipal #2,IL,6513 South Mulford Road,Rochelle,Ogle,61068,41.926,-88.997,Private,"Waste Connections, Inc.",1972,2080,Open,"5,781,284",2022,Yes,1.381,0.08,572-0,Operational,Project #1,12/5/11,,Electricity,Reciprocating Engine,,2.52,4.8,1.301,0.1275,0.0122
1007832,667,Rolling Meadows LF,KS,7352 NW Highway 75,Topeka,Shawnee,66618,39.17906,-95.72004,Private,WM,1979,2064,Open,"11,299,633",2022,Yes,2.786,0.008,737-0,Operational,Project #1,1/15/10,,Electricity,Reciprocating Engine,,5.48,5.6,2.78,0.2773,0.0266
1005384,1245,Roseburg LF,OR,376 Roseburg Landfill Road,Roseburg,Douglas,97470,43.1859,-123.379,Public,"Douglas County, OR",1930,2040,Open,"4,146,081",2022,Yes,0.454,0.021,1320-0,Operational,Project #1,12/14/11,,Electricity,Reciprocating Engine,,0.89,1.6,0.434,0.045,0.0043
1002425,1163,Rumpke Brown County Landfill,OH,9427 Beyers Road,Georgetown,Brown,45121,38.8973,-83.9018,Private,Rumpke,1945,2090,Open,"10,155,831",2022,Yes,2.264,0.676,1237-0,Operational,Project #1,7/13/17,,Electricity,Reciprocating Engine,,3,4.8,1.59,0.1518,0.0146
1005271,682,Rumpke/Pendleton County LF,KY,"1374 Bryan Griffin Road
6 mi. N. of Falmouth, N. of Rt. 17 & US 27 INTXN",Butler,Pendleton,41006,38.732,-84.41,Private,Rumpke,1972,2030,Open,"8,363,773",2022,Yes,1.724,0.498,752-0,Operational,Project #1,2/1/07,,Electricity,Reciprocating Engine,,2.35,3.2,1.23,0.1189,0.0114
1003471,1542,Salt Lake Valley LF,UT,6030 West 1300 South,Salt Lake City,Salt Lake,84104,40.746,-112.042,Public,"Salt Lake City, UT; Salt Lake County, UT",1982,2082,Open,"18,194,683",2022,Yes,4.047,1.602,1619-0,Operational,Project #1,6/30/06,,Electricity,Reciprocating Engine,,2.93,3.2,1.518,0.1483,0.0142
1006304,2410,Sand Valley Landfill,AL,3345 County Road 209,Collinsville,DeKalb,35961,34.342,-85.862,Private,"Republic Services, Inc.",1997,2063,Open,"10,665,246",2022,Yes,3.149,0.88,180771-0,Operational,Project #1,11/26/13,,Electricity,Reciprocating Engine,,3.72,4.8,2.27,0.1882,0.0181
1002182,1831,Sandtown Landfill,DE,1107 Willow Grove Road,Felton,Kent,19943,39.0327,-75.7251,Public,Delaware Solid Waste Authority,1980,2036,Open,"6,966,565",2022,Yes,3.066,1.172,166403-0,Operational,Project #1,1/1/07,,Electricity,Reciprocating Engine,,2.19,3.18,1.163,0.1108,0.0106
1002182,1831,Sandtown Landfill,DE,1107 Willow Grove Road,Felton,Kent,19943,39.0327,-75.7251,Public,Delaware Solid Waste Authority,1980,2036,Open,"6,966,565",2022,Yes,3.066,1.172,166403-1,Operational,"Project #1, Expansion #1",3/13/14,,Electricity,Reciprocating Engine,,1.38,2,0.731,0.0698,0.0067
1004882,113,Santa Maria Regional Landfill,CA,2065 E. Main Street,Santa Maria,Santa Barbara,93454,34.9525,-120.3831,Public,"City of Santa Maria, CA",1955,2028,Open,"6,391,052",2022,Yes,1.078,0.432,169-0,Operational,Project #1 - Hospital Engine,8/15/07,,Electricity,Cogeneration,,0.99,1.1,0.55,0.0501,0.0048
1004882,113,Santa Maria Regional Landfill,CA,2065 E. Main Street,Santa Maria,Santa Barbara,93454,34.9525,-120.3831,Public,"City of Santa Maria, CA",1955,2028,Open,"6,391,052",2022,Yes,1.078,0.432,169-1,Operational,"Project #1, Expansion #1 - Landfill Engine",9/1/10,,Electricity,Reciprocating Engine,,0.17,1.4,0.097,0.0086,0.0008
1005782,116,Savage Canyon LF,CA,13919 East Penn Street,Whittier,Los Angeles,90602,33.9799,-118.0171,Public,"City of Whittier, CA",1935,2048,Open,"4,124,182",2022,Yes,0.843,0.145,172-0,Operational,Project #1,8/1/06,,Electricity,Cogeneration,,1.26,2.2,0.699,0.0638,0.0061
1009925,1250,SECCRA Community Landfill,PA,219 Street Road,West Grove,Chester,19390,39.86729,-75.84115,Public,"Southeastern Chester County Refuse Authority (SECCRA), PA",1986,2036,Open,"3,514,110",2022,Yes,1.215,1.062,1325-0,Operational,Project #1,1/15/07,,Electricity,Reciprocating Engine,,0.25,0.87,0.104,0.0127,0.0012
1009925,1250,SECCRA Community Landfill,PA,219 Street Road,West Grove,Chester,19390,39.86729,-75.84115,Public,"Southeastern Chester County Refuse Authority (SECCRA), PA",1986,2036,Open,"3,514,110",2022,Yes,1.215,1.062,1325-2,Operational,"Project #1, Expansion #2",9/1/10,,Electricity,Reciprocating Engine,,0.47,1.6,0.192,0.0238,0.0023
1007895,1505,Security Recycling and Disposal LF,TX,19248 Highway 105,Cleveland,Montgomery,77327,30.3292,-95.2692,Private,WM,1988,2045,Open,"13,335,339",2022,Yes,3.163,3.157,1582-0,Operational,Project #1,5/1/03,,Electricity,Reciprocating Engine,,0.01,3.33,0.006,0.0005,0.0001
1004042,981,Seneca Meadows SWMF,NY,1786 Salcman Road,Waterloo,Seneca,13165,42.91795,-76.84716,Private,"Waste Connections, Inc.",1974,2025,Open,"52,621,226",2022,Yes,15.913,1.7,1053-0,Operational,Project #1 and Expansion #1,3/1/96,,Electricity,Reciprocating Engine,,3.01,4,1.468,0.1523,0.0146
1004042,981,Seneca Meadows SWMF,NY,1786 Salcman Road,Waterloo,Seneca,13165,42.91795,-76.84716,Private,"Waste Connections, Inc.",1974,2025,Open,"52,621,226",2022,Yes,15.913,1.7,1053-1,Operational,"Project #1, Expansion #2",6/1/97,,Electricity,Reciprocating Engine,,1.2,1.6,0.587,0.0607,0.0058
1004042,981,Seneca Meadows SWMF,NY,1786 Salcman Road,Waterloo,Seneca,13165,42.91795,-76.84716,Private,"Waste Connections, Inc.",1974,2025,Open,"52,621,226",2022,Yes,15.913,1.7,1053-2,Operational,"Project #1, Expansion #3",6/1/98,,Electricity,Reciprocating Engine,,4.21,5.6,2.055,0.213,0.0205
1004042,981,Seneca Meadows SWMF,NY,1786 Salcman Road,Waterloo,Seneca,13165,42.91795,-76.84716,Private,"Waste Connections, Inc.",1974,2025,Open,"52,621,226",2022,Yes,15.913,1.7,1053-3,Operational,"Project #1, Expansion #4",1/18/07,,Electricity,Reciprocating Engine,,4.81,6.4,2.349,0.2434,0.0234
1007088,1576,Shoosmith SLF,VA,11800 Lewis Road,Chester,Chesterfield,23831,37.3512,-77.4956,Private,Shoosmith Brothers,1976,2024,Open,"28,835,553",2022,Yes,4.558,1.376,1653-0,Operational,Project #1,6/25/04,,Electricity,Reciprocating Engine,,5.9,16,3.161,0.2986,0.0287
1007001,1247,Short Mountain LF,OR,84777 Dillard Access Road,Eugene,Lane,97405,43.9792,-123.0088,Public,"Lane County, OR",1976,2091,Open,"10,644,346",2022,Yes,1.243,0,1322-0,Operational,Project #1,3/5/92,,Electricity,Reciprocating Engine,,2.67,1.6,1.15,0.1351,0.013
1004497,2195,Smiths Creek Landfill,MI,6779 Smiths Creek Road,Smiths Creek,St. Clair,48074,42.91743,-82.59168,Public,"St. Clair County, MI",1967,2129,Open,"9,794,483",2022,Yes,1.588,0.236,180274-0,Operational,Project #1,12/8/11,,Electricity,Reciprocating Engine,,2.88,3.2,1.36,0.1457,0.014
1004123,1929,Sonoma County Central Disposal Site,CA,500 Mecham Road,Petaluma,Sonoma,94952,38.29694,-122.74222,Public,"Sonoma County, CA",1971,2046,Open,"16,633,355",2022,Yes,2.455,0.947,166999-4,Operational,"Project #1, De-Expansion #2",1/1/17,,Electricity,Reciprocating Engine,,2.53,,1.61,0.128,0.0123
1004408,10620,South Wake LF (New),NC,6300 Old Smithfield Road,Apex,Wake,27539-5353,35.675,-78.85,Public,"Wake County, NC",2008,2100,Open,"6,818,405",2022,Yes,4.271,0.548,180918-0,Operational,Project #1,9/23/13,,Electricity,Reciprocating Engine,,6.82,9,3.73,0.3451,0.0331
1004025,1992,Southeast Berrien County Landfill,MI,3200 Chamberlain Road,Buchanan,Berrien,49107,41.81354,-86.32723,Public,Southeast Berrien County Landfill Authority,1971,2050,Open,"6,962,621",2022,Yes,2.141,0.052,167077-0,Operational,Project #1,6/1/09,,Electricity,Reciprocating Engine,,4.32,4.8,2.09,0.2186,0.021
1002906,846,Springfield Sanitary Landfill,MO,3545 W. Farm Road 34,Willard,Greene,65781,37.385,-93.35,Public,"City of Springfield, MO",1975,2112,Open,"8,582,779",2022,Yes,0.563,0.386,916-0,Operational,Project #1,5/10/06,,Electricity,Reciprocating Engine,,0.41,3.2,0.173,0.0208,0.002
1007898,409,Springhill Regional Landfill,FL,4945 W State Hwy 273,Campbellton,Jackson,32426,30.92104,-85.42854,Private,WM,1983,2069,Open,"17,443,060",2022,Yes,2.898,0.336,474-0,Operational,Project #1,3/30/06,,Electricity,Reciprocating Engine,,3.8,4.8,2.23,0.1923,0.0185
1007742,1993,Spruce Ridge Landfill,MN,12755 137th Street,Glencoe,McLeod,55336,44.81586,-94.24837,Private,WM,1973,2113,Open,"8,507,763",2022,Yes,1.243,0.077,167078-0,Operational,Project #1,4/11/08,,Electricity,Reciprocating Engine,,1.7,2.4,0.877,0.086,0.0083
1007742,1993,Spruce Ridge Landfill,MN,12755 137th Street,Glencoe,McLeod,55336,44.81586,-94.24837,Private,WM,1973,2113,Open,"8,507,763",2022,Yes,1.243,0.077,167078-1,Operational,"Project #1, Expansion #1",10/31/10,,Electricity,Reciprocating Engine,,0.565,0.8,0.29,0.0286,0.0027
1003983,457,SR247 MSW Landfill,GA,2080 GA Hwy 247,Kathleen,Houston,31047,32.399561,-83.55573,Public,"Houston County Board of Commissioners, GA",1987,2227,Open,"4,120,888",2022,Yes,0.994,0.044,522-0,Operational,Project #1,1/11/11,,Electricity,Reciprocating Engine,,1.72,3.2,0.953,0.087,0.0084
1001925,847,St. Joseph City SLF,MO,9431 50th Road SE,St. Joseph,Buchanan,64507,39.6714,-94.773,Public,"City of St. Joseph, MO",1978,2041,Open,"5,744,816",2022,Yes,0.734,0.097,917-0,Operational,Project #1,3/30/12,,Electricity,Reciprocating Engine,,1.18,1.6,0.66,0.0597,0.0057
1007219,428,St. Lucie County Baling and Recycling Facility,FL,6120 Glades Cutoff Road,Fort Pierce,St. Lucie,34981,27.390834,-80.395557,Public,"St. Lucie County, FL",1978,2065,Open,"8,454,268",2022,Yes,0.961,0.166,181096-1,Operational,"Project #2, De-Expansion #1",1/1/17,,Electricity,Cogeneration,,1,1.6,0.59,0.0506,0.0049
1007096,1594,Stafford County LF,VA,489 Eskimo Hill Road,Stafford,Stafford,22554,38.385,-77.4125,Public,"Rappahannock Regional Solid Waste Management Board, VA",1972,2041,Open,"4,594,101",2022,Yes,0.739,0.507,1673-0,Operational,Project #1,6/1/09,,Electricity,Reciprocating Engine,,0.43,2.14,0.233,0.0218,0.0021
1003661,2247,Suburban South R&D,OH,3415 Township Road 447,Glenford,Perry,43739,39.876,-82.2885,Private,WM,1982,2162,Open,"14,830,566",2022,Yes,1.898,0.014,180335-0,Operational,Project #1,1/1/11,,Electricity,Reciprocating Engine,,3.72,5.6,1.89,0.1882,0.0181
