GHGRP ID,Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Shutdown Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
1002010,1829,Cherry Island Landfill,DE,1706 E. 12th Street,Wilmington,New Castle,19809,39.7308,-75.52,Public,Delaware Solid Waste Authority,1985,2060,Open,"17,617,050",2022,Yes,4.081,2.523,181101-0,Operational,Project #2,8/1/13,,Electricity,Cogeneration,,1.23,2.2,0.214,0.0622,0.006
1002010,1829,Cherry Island Landfill,DE,1706 E. 12th Street,Wilmington,New Castle,19809,39.7308,-75.52,Public,Delaware Solid Waste Authority,1985,2060,Open,"17,617,050",2022,Yes,4.081,2.523,181101-1,Operational,"Project #2, Expansion #1",6/30/21,,Electricity,Cogeneration,,1.12,2,0.194,0.0567,0.0054
1002010,1829,Cherry Island Landfill,DE,1706 E. 12th Street,Wilmington,New Castle,19809,39.7308,-75.52,Public,Delaware Solid Waste Authority,1985,2060,Open,"17,617,050",2022,Yes,4.081,2.523,200448-0,Operational,Project #3,7/31/16,,Electricity,Cogeneration,,2.5,4,1.15,0.1265,0.0121
1002992,105,Chiquita Canyon SLF,CA,29201 Henry Mayo Drive,Castaic,Los Angeles,91384,34.42806,-118.64661,Private,"Waste Connections, Inc.",1970,2047,Open,"47,907,772",2022,Yes,11.921,8.055,161-0,Operational,Project #1,11/23/10,,Electricity,Gas Turbine,,5.96,9.2,3.866,0.3016,0.029
1004976,1880,Citizens Disposal Landfill,MI,2361 West Grand Blanc Road,Grand Blanc,Genesee,48439,42.91468,-83.72249,Private,"Republic Services, Inc.",1955,2035,Open,"16,124,509",2022,Yes,3.781,0.21,166928-0,Operational,Project #1,7/1/94,,Electricity,Cogeneration,,2.4,2.4,1.296,0.1214,0.0117
1004976,1880,Citizens Disposal Landfill,MI,2361 West Grand Blanc Road,Grand Blanc,Genesee,48439,42.91468,-83.72249,Private,"Republic Services, Inc.",1955,2035,Open,"16,124,509",2022,Yes,3.781,0.21,166928-2,Operational,"Project #1, Expansion #2",4/1/03,,Electricity,Cogeneration,,0.8,0.8,0.432,0.0405,0.0039
1004976,1880,Citizens Disposal Landfill,MI,2361 West Grand Blanc Road,Grand Blanc,Genesee,48439,42.91468,-83.72249,Private,"Republic Services, Inc.",1955,2035,Open,"16,124,509",2022,Yes,3.781,0.21,166928-3,Operational,"Project #1, Expansion #3",7/1/10,,Electricity,Cogeneration,,0.8,0.8,0.432,0.0405,0.0039
1004976,1880,Citizens Disposal Landfill,MI,2361 West Grand Blanc Road,Grand Blanc,Genesee,48439,42.91468,-83.72249,Private,"Republic Services, Inc.",1955,2035,Open,"16,124,509",2022,Yes,3.781,0.21,166928-4,Operational,"Project #1, Expansion #4",8/1/12,,Electricity,Cogeneration,,2,3.2,,0.1012,0.0097
1010661,2,City of Decatur-Morgan County Regional MSW Landfill,AL,500 Landfill Drive,Trinity,Morgan,35673,34.6175,-87.10163,Public,"City of Decatur, AL; Morgan County, AL",1980,2051,Open,"6,779,927",2022,Yes,0.9,0.077,181062-0,Operational,Project #2,8/2/10,,Electricity,Reciprocating Engine,,0.68,0.9,0.37,0.0344,0.0033
1010661,2,City of Decatur-Morgan County Regional MSW Landfill,AL,500 Landfill Drive,Trinity,Morgan,35673,34.6175,-87.10163,Public,"City of Decatur, AL; Morgan County, AL",1980,2051,Open,"6,779,927",2022,Yes,0.9,0.077,181062-1,Operational,"Project #2, Expansion #1",7/31/11,,Electricity,Cogeneration,,0.69,0.9,0.37,0.0349,0.0034
1001614,2153,City of Fargo Landfill,ND,4501 7th Avenue North,Fargo,Cass,58102,46.8835,-96.8613,Public,"City of Fargo, ND",1980,2045,Open,"7,537,611",2022,Yes,0.908,0.046,180979-0,Operational,Project #2,1/1/07,,Electricity,Cogeneration,,0.8,0.925,0.116,0.0405,0.0039
1006978,1064,City of Greensboro White Street Landfill,NC,2503 White Street,Greensboro,Guilford,27405,36.107,-79.73,Public,"City of Greensboro, NC",1965,2129,Open,"9,685,166",2021,Yes,2.52,1.863,200964-0,Operational,Project #2,6/30/19,,Electricity,Reciprocating Engine,,1.19,1.6,0.66,0.0602,0.0058
1003865,2242,City of Midland Sanitary LF,MI,4311 East Ashman Street,Midland,Midland,48642,43.62637,-84.17153,Public,"City of Midland Utilities Dept., MI",1960,2065,Open,"10,026,865",2022,Yes,0.587,0.062,180330-0,Operational,Project #1,3/31/11,,Electricity,Cogeneration,,0.945,1.6,0.525,0.0478,0.0046
1000339,271,City of Santa Cruz SLF,CA,605 Dimeo Lane,Santa Cruz,Santa Cruz,95060,36.97602,-122.10608,Public,"City of Santa Cruz, CA",1960,2061,Open,"3,024,722",2009,Yes,0.801,,181024-0,Operational,Project #2,11/23/09,,Electricity,Reciprocating Engine,,1.6,1.6,,0.081,0.0078
1003854,446,Clayton County SR 3 Lovejoy Landfill,GA,11678 Hastings Bridge Road,Lovejoy,Clayton,30250,33.44,-84.307,Public,"Clayton County, GA",1983,2089,Open,"2,694,614",2022,Yes,0.355,0.258,511-0,Operational,Project #1,9/24/12,,Electricity,Reciprocating Engine,,0.4,2,0.23,0.0202,0.0019
1005259,999,Clinton County Regional Landfill,NY,286 Sand Road,Morrisonville,Clinton,12962,44.691,-73.594,Public,"Clinton County, NY",1977,2034,Open,"6,062,520",2022,Yes,2.86,0,1071-0,Operational,Project #1,10/21/08,,Electricity,Reciprocating Engine,,6.1,6.4,2.86,0.3087,0.0296
1007467,481,Clinton Landfill Inc.,IL,9550 Heritage Road,Clinton,De Witt,61727,40.114,-88.958,Private,GFL Environmental USA Inc.,1970,2060,Open,"9,893,262",2022,Yes,2.77,1.408,546-0,Operational,Project #1,1/1/07,,Electricity,Reciprocating Engine,,2.56,3.2,1.36,0.1295,0.0124
1013696,11160,Clover Flat Landfill,CA,4380 Silverado Trail,Calistoga,Napa,94515,38.5848,-122.534,Private,Clover Flat Resource Recovery Park,1963,2053,Open,"1,833,520",2022,Yes,0.387,0.087,180958-0,Operational,Project #1,12/31/14,,Electricity,Reciprocating Engine,,0.75,,0.293,0.038,0.0036
1007054,1246,Coffin Butte LF,OR,28972 Coffin Butte Road,Corvallis,Benton,97330,44.69915,-123.22506,Private,"Republic Services, Inc.",1978,2038,Open,"19,735,188",2022,Yes,3.896,1.719,1321-0,Operational,Project #1,10/1/95,,Electricity,Reciprocating Engine,,2.35,2.4,1.4,0.1189,0.0114
1007054,1246,Coffin Butte LF,OR,28972 Coffin Butte Road,Corvallis,Benton,97330,44.69915,-123.22506,Private,"Republic Services, Inc.",1978,2038,Open,"19,735,188",2022,Yes,3.896,1.719,1321-1,Operational,"Project #1, Expansion #1",10/1/07,,Electricity,Reciprocating Engine,,2.6,3.2,1.2,0.1316,0.0126
1006322,122,Cold Canyon LF Solid Waste Disposal Site,CA,2268 Carpenter Canyon Road,San Luis Obispo,San Luis Obispo,93401,35.1873,-120.59579,Private,Corral de Piedra Land Company,1965,2064,Open,"7,077,576",2022,Yes,1.439,0.001,200730-0,Operational,Project #2,7/31/13,,Electricity,Reciprocating Engine,,1.31,1.6,0.75,0.0663,0.0064
1007855,401,Collier County Landfill,FL,3750 White Lake Boulevard,Naples,Collier,34117,26.1634,-81.6585,Public,"Collier County, FL",1976,2069,Open,"9,376,240",2022,Yes,2.317,0.569,466-0,Operational,Project #1,5/6/11,,Electricity,Reciprocating Engine,,3.02,4,1.75,0.1528,0.0147
1007989,1241,Columbia Ridge LF,OR,18177 Cedar Springs Lane,Arlington,Gilliam,97812,45.639234,-120.217237,Private,WM,1990,2131,Open,"66,976,355",2022,Yes,10.876,5.488,1316-0,Operational,Project #1,12/15/09,,Electricity,Reciprocating Engine,,5.63,6.4,2.92,0.2849,0.0273
1007989,1241,Columbia Ridge LF,OR,18177 Cedar Springs Lane,Arlington,Gilliam,97812,45.639234,-120.217237,Private,WM,1990,2131,Open,"66,976,355",2022,Yes,10.876,5.488,1316-1,Operational,"Project #1, Expansion #1",8/31/14,,Electricity,Reciprocating Engine,,4.79,6.4,2.48,0.2424,0.0233
1003969,830,Columbia SLF,MO,5700 Peabody Road,Columbia,Boone,65202,39.0144,-92.2541,Public,"City of Columbia, MO",1986,2029,Open,"5,479,431",2022,Yes,1.023,0,900-0,Operational,Project #1,6/16/08,,Electricity,Reciprocating Engine,,1.73,3,1.031,0.0875,0.0084
1003969,830,Columbia SLF,MO,5700 Peabody Road,Columbia,Boone,65202,39.0144,-92.2541,Public,"City of Columbia, MO",1986,2029,Open,"5,479,431",2022,Yes,1.023,0,900-1,Operational,"Project #1, Expansion #1 (CHP)",8/31/11,,Electricity,Cogeneration,,0,0,0,0,0
1004413,1294,Commonwealth Environmental Systems (CES) LF,PA,"99 Commonwealth Road
near Route 25 and I-81",Hegins,Schuylkill,17938,40.675,-76.375,Private,CES,1997,2028,Open,"5,564,197",2010,Yes,6.96,0.24,180907-0,Operational,Project #2,1/22/09,,Electricity,Gas Turbine,,11,11,6.48,0.5566,0.0534
1002556,1269,Conestoga LF,PA,420 Quarry Road,Morgantown,Berks,19543,40.1806,-75.9144,Private,"Republic Services, Inc.",1994,2029,Open,"38,783,267",2022,Yes,9.691,3.547,181069-0,Operational,Combination Project - Engines,12/6/13,,Electricity,Reciprocating Engine,,3.2,3.2,,0.081,0.0078
1002556,1269,Conestoga LF,PA,420 Quarry Road,Morgantown,Berks,19543,40.1806,-75.9144,Private,"Republic Services, Inc.",1994,2029,Open,"38,783,267",2022,Yes,9.691,3.547,200412-0,Operational,Combination Project - Turbines,12/2/11,,Electricity,Cogeneration,,11.4,11.4,,0.2884,0.0277
1007024,536,County Line LF,IN,7922 N. Old U.S. Highway 31,Argos,Fulton,46501,41.16767,-86.23489,Private,"Republic Services, Inc.",1975,2077,Open,"17,861,844",2022,Yes,4.594,1.437,603-0,Operational,Project #1,12/10/14,,Electricity,Reciprocating Engine,,4.75,5.898,2.379,0.2404,0.0231
1007024,536,County Line LF,IN,7922 N. Old U.S. Highway 31,Argos,Fulton,46501,41.16767,-86.23489,Private,"Republic Services, Inc.",1975,2077,Open,"17,861,844",2022,Yes,4.594,1.437,603-1,Operational,"Project #1, Expansion #1",12/8/20,,Electricity,Reciprocating Engine,,1.29,1.6,0.645,0.0653,0.0063
1003439,1509,Covel Gardens RDF,TX,8611 Covel Road,San Antonio,Bexar,78252,29.35008,-98.64631,Private,WM,1993,2092,Open,"38,926,472",2022,Yes,8.062,5.402,1586-0,Operational,Project #1,12/20/05,,Electricity,Reciprocating Engine,,4.25,9.6,2.67,0.2151,0.0206
1005039,788,Crapo Hill LF,MA,300 Samuel Barnet Boulevard,New Bedford,Bristol,2745,41.725,-70.982,Public,Greater New Bedford Regional Refuse Management District,1995,2027,Open,"3,000,000",2023,Yes,1.6,0,858-0,Operational,Project #1,11/1/05,,Electricity,Reciprocating Engine,,2.5,3.3,1.6,0.1265,0.0121
1007646,2250,Crossroads LF,ME,357 Mercer Road,Norridgewock,Somerset,4957,44.6888,-69.8652,Private,WM,1976,2043,Open,"11,062,801",2022,Yes,1.977,0.654,180338-0,Operational,Project #1,3/6/09,,Electricity,Reciprocating Engine,,2.72,3.2,1.33,0.1376,0.0132
1004162,1260,Cumberland County LF,PA,135 Vaughn Road,Shippensburg,Cumberland,17257,40.1344,-77.5039,Private,WM,1974,2032,Open,"13,751,607",2022,Yes,3.398,0.235,1335-0,Operational,Project #1,6/26/09,,Electricity,Reciprocating Engine,,5.76,6.4,3.17,0.2915,0.028
1002702,942,Cumberland County SWC,NJ,169 Jesse Bridge Road,Millville,Cumberland,8332,39.45,-75.0996,Public,"Cumberland County Improvement Authority, NJ",1987,2041,Open,"7,002,323",2022,Yes,1.329,0.049,1013-0,Operational,Project #1,11/1/08,,Electricity,Reciprocating Engine,,2.87,4.8,1.58,0.1452,0.0139
1002702,942,Cumberland County SWC,NJ,169 Jesse Bridge Road,Millville,Cumberland,8332,39.45,-75.0996,Public,"Cumberland County Improvement Authority, NJ",1987,2041,Open,"7,002,323",2022,Yes,1.329,0.049,1013-1,Operational,"Project #1, Expansion #1",1/1/21,,Electricity,Cogeneration,,0,,,0,0
1004057,989,DANC Solid Waste Management Facility,NY,23400 NYS State Route 177,Rodman,Jefferson,13682-0003,43.82,-75.918,Public,Development Authority of the North Country (DANC),1992,2074,Open,"7,171,404",2022,Yes,1.563,0.022,1061-0,Operational,Project #1 & Expansion #1,10/7/08,,Electricity,Reciprocating Engine,,3.17,6.4,1.55,0.1604,0.0154
1004204,1077,Davidson County LF,NC,1242 Old Highway 29,Thomasville,Davidson,27360,35.8324,-80.1756,Public,"Davidson County, NC",1985,2048,Open,"3,962,608",2022,Yes,0.747,0.08,1150-0,Operational,Project #1,12/1/10,,Electricity,Reciprocating Engine,,1.42,1.6,0.7,0.0719,0.0069
1007282,1541,Davis County Landfill,UT,"1997 E 3500 N
650 East Highway 193",Layton,Davis,84040,41.114,-111.931,Private,"Wasatch Integrated Waste Management District, UT",1953,2042,Open,"5,150,066",2022,Yes,2.099,1.139,1618-0,Operational,Project #1,1/13/05,,Electricity,Reciprocating Engine,,1.2,1.32,0.9,0.0607,0.0058
1007282,1541,Davis County Landfill,UT,"1997 E 3500 N
650 East Highway 193",Layton,Davis,84040,41.114,-111.931,Private,"Wasatch Integrated Waste Management District, UT",1953,2042,Open,"5,150,066",2022,Yes,2.099,1.139,1618-1,Operational,"Project #1, Expansion #1",7/1/08,,Electricity,Reciprocating Engine,,1.05,1.05,0.55,0.0531,0.0051
1007282,1541,Davis County Landfill,UT,"1997 E 3500 N
650 East Highway 193",Layton,Davis,84040,41.114,-111.931,Private,"Wasatch Integrated Waste Management District, UT",1953,2042,Open,"5,150,066",2022,Yes,2.099,1.139,201732-0,Operational,Project #2,1/1/23,,Electricity,Reciprocating Engine,,1.3,1.6,0.864,0.0658,0.0063
1007709,1718,Denver Arapahoe Disposal Site (DADS),CO,3500 South Gun Club Road,Aurora,Arapahoe,80018,39.66,-104.69,Public,"City and County of Denver, CO",1966,2154,Open,"77,765,921",2022,Yes,3.724,2.18,6397-0,Operational,Project #1,9/1/08,,Electricity,Reciprocating Engine,,2.51,3.2,1.55,0.127,0.0122
1003887,450,Dougherty County Fleming/Gaissert Road LF,GA,900 Gaissert Road,Albany,Dougherty,31705,31.532784,-84.028353,Public,"Dougherty County Solid Waste Department, GA",1983,2050,Open,"4,831,285",2022,Yes,0.555,0.221,515-0,Operational,Project #1,9/23/11,,Electricity,Cogeneration,,0.59,1.9,0.334,0.0299,0.0029
1007835,1746,Douglas County Recycling and Disposal Facility LF,NE,14320 North 216th Street,Bennington,Douglas,68007,41.385,-96.241,Private,WM,1989,2153,Open,"20,140,374",2022,Yes,4.238,0.875,6425-0,Operational,Project #1,4/5/02,,Electricity,Reciprocating Engine,,2.79,3.2,1.545,0.1412,0.0136
1007835,1746,Douglas County Recycling and Disposal Facility LF,NE,14320 North 216th Street,Bennington,Douglas,68007,41.385,-96.241,Private,WM,1989,2153,Open,"20,140,374",2022,Yes,4.238,0.875,6425-1,Operational,"Project #1, Expansion #1",6/1/06,,Electricity,Reciprocating Engine,,2.09,2.4,1.159,0.1058,0.0102
1007835,1746,Douglas County Recycling and Disposal Facility LF,NE,14320 North 216th Street,Bennington,Douglas,68007,41.385,-96.241,Private,WM,1989,2153,Open,"20,140,374",2022,Yes,4.238,0.875,6425-2,Operational,"Project #1, Expansion #2",8/1/09,,Electricity,Reciprocating Engine,,0.7,0.8,0.386,0.0354,0.0034
1005652,2073,Dry Creek Landfill,OR,6260 Dry Creek Road,Eagle Point,Jackson,97524,42.382,-122.773,Private,Rogue Disposal & Recycling,1974,2090,Open,"9,525,714",2022,Yes,3.688,2.455,180125-0,Operational,Project #1,5/15/07,,Electricity,Reciprocating Engine,,1.61,3.2,1.085,0.0815,0.0078
1003259,1936,Eagle Valley RDF,MI,600 West Silverbell Road,Lake Orion,Oakland,48359,42.72265,-83.25478,Private,WM,1986,2036,Open,"14,562,145",2022,Yes,6.139,1.75,181067-0,Operational,Project #2,9/22/11,,Electricity,Reciprocating Engine,,2.58,3.2,1.24,0.1306,0.0125
1003259,1936,Eagle Valley RDF,MI,600 West Silverbell Road,Lake Orion,Oakland,48359,42.72265,-83.25478,Private,WM,1986,2036,Open,"14,562,145",2022,Yes,6.139,1.75,200547-0,Operational,Project #3,5/1/14,,Electricity,Reciprocating Engine,,5.67,8,3.15,0.2869,0.0275
1005860,815,East Central SLF (ECSWC),MN,1756 180th Avenue,Mora,Kanabec,55051,45.84607,-93.35722,Public,East Central Solid Waste Comm.,1970,2025,Open,"2,738,704",2022,Yes,0.569,0.171,885-0,Operational,Project #1,4/2/12,,Electricity,Reciprocating Engine,,0.87,1.6,0.46,0.044,0.0042
1004330,745,Eastern Sanitary Landfill Solid Waste Management Facility (ESL),MD,6257 Days Cove Road,White Marsh,Baltimore,21162,39.3948,-76.3964,Public,"Baltimore County, MD",1983,2027,Open,"8,531,139",2022,Yes,1.673,0.256,815-1,Operational,"Project #1, Re-Start",1/1/20,,Electricity,Reciprocating Engine,,2.71,4,1.42,0.1371,0.0132
1000554,1082,Edgecombe County LF,NC,2872 Colonial Road,Tarboro,Edgecombe,27886,35.822,-77.565,Public,"Edgecombe County, NC",1980,2044,Open,"1,800,000",2013,Yes,0.36,,1155-0,Operational,Project #1,4/1/14,,Electricity,Reciprocating Engine,,0.74,0.74,0.36,0.0375,0.0036
1007212,1712,Emerald Park Landfill LLC,WI,W124 S10629 S 124th Street,Muskego,Waukesha,53150,42.851,-88.0745,Private,GFL Environmental USA Inc.,1995,2033,Open,"17,025,791",2022,Yes,2.835,2.082,1792-0,Operational,Project #1,12/31/13,,Electricity,Cogeneration,,3.11,9.2,0.753,0.1574,0.0151
1006103,1172,Erie County SLF,OH,10102 Hoover Road,Milan,Erie,44846,41.344,-82.6035,Public,"Erie County, OH",1969,2041,Open,"5,091,289",2021,Yes,0.985,0.021,1246-0,Operational,Project #1,4/7/10,,Electricity,Reciprocating Engine,,1.22,1.6,0.65,0.0617,0.0059
1006103,1172,Erie County SLF,OH,10102 Hoover Road,Milan,Erie,44846,41.344,-82.6035,Public,"Erie County, OH",1969,2041,Open,"5,091,289",2021,Yes,0.985,0.021,1246-1,Operational,"Project #1, Expansion #1",8/1/14,,Electricity,Reciprocating Engine,,0.59,0.8,0.34,0.0299,0.0029
1001636,458,"Evergreen Landfill, Inc.",GA,2995 Wetherington Lane,Valdosta,Lowndes,31601,30.808,-83.3625,Private,WM,1992,2081,Open,"13,705,888",2022,Yes,3.452,1.28,523-0,Operational,Project #1,12/31/13,,Electricity,Reciprocating Engine,,3.66,4.8,2.18,0.1852,0.0178
1006763,2067,Fighting Creek Farm Landfill,ID,22089 U.S. 95,Coeur d' Alene,Kootenai,83814,47.534,-116.934,Public,County of Kootenai,1993,2039,Open,"3,977,677",2022,Yes,0.674,0.036,181103-0,Operational,Project #2,3/1/12,,Electricity,Reciprocating Engine,,1.45,3.2,0.76,0.0734,0.007
1004516,1242,Finley Buttes Regional Landfill,OR,73221 Bombing Range Road,Boardman,Morrow,97818,45.7447,-119.623,Private,"Waste Connections, Inc.",1990,2186,Open,"15,860,331",2022,Yes,2.102,0.002,1317-0,Operational,Project #1,12/15/07,,Electricity,Cogeneration,,2.83,3.2,1.403,0.1432,0.0137
1004516,1242,Finley Buttes Regional Landfill,OR,73221 Bombing Range Road,Boardman,Morrow,97818,45.7447,-119.623,Private,"Waste Connections, Inc.",1990,2186,Open,"15,860,331",2022,Yes,2.102,0.002,1317-1,Operational,"Project #1, Expansion #1",1/1/09,,Electricity,Cogeneration,,1.42,1.6,0.702,0.0719,0.0069
1007753,787,Fitchburg-Westminster LF,MA,101 Fitchburg Road,Westminster,Worcester,1473,42.53596,-71.85388,Private,WM,1972,2032,Open,"14,110,494",2022,Yes,3.187,1.03,180847-0,Operational,Project #2,8/1/07,,Electricity,Reciprocating Engine,,2.8,3.2,1.44,0.1417,0.0136
1007753,787,Fitchburg-Westminster LF,MA,101 Fitchburg Road,Westminster,Worcester,1473,42.53596,-71.85388,Private,WM,1972,2032,Open,"14,110,494",2022,Yes,3.187,1.03,180847-1,Operational,"Project #2, Expansion #1",1/1/10,,Electricity,Reciprocating Engine,,1.4,1.6,0.72,0.0708,0.0068
1006251,471,Five Oaks RDF,IL,890 E. 1500 North Road,Taylorville,Christian,62568,39.54693,-89.29487,Private,WM,1978,2063,Open,"13,722,402",2022,Yes,1.242,0.009,536-0,Operational,Project #1,2/1/08,,Electricity,Cogeneration,,2.37,3.2,1.23,0.1199,0.0115
1007460,2287,Flathead County Landfill,MT,4098 Hwy 93 N,Kalispell,Flathead,59901,48.3117,-114.344,Public,"Flathead County Solid Waste District, MT",1971,2060,Open,"3,621,885",2016,Yes,0.841,0,180949-0,Operational,Project #2,6/26/09,,Electricity,Reciprocating Engine,,1.34,1.6,0.66,0.0678,0.0065
1007460,2287,Flathead County Landfill,MT,4098 Hwy 93 N,Kalispell,Flathead,59901,48.3117,-114.344,Public,"Flathead County Solid Waste District, MT",1971,2060,Open,"3,621,885",2016,Yes,0.841,0,180949-1,Operational,"Project #2, Expansion #1",2/1/23,,Electricity,Reciprocating Engine,,,1.6,,0,0
1007198,153,"Foothill Sanitary Landfill, Inc.",CA,6484 North Waverly Road,Linden,San Joaquin,95236,38.0371,-120.94489,Public,"San Joaquin County, CA",1965,2092,Open,"6,179,823",2020,Yes,1.678,,210-0,Operational,Project #1,4/24/14,,Electricity,Reciprocating Engine,,3.36,4.3,1.58,0.17,0.0163
1002699,1988,Fort Hall Mine Landfill,ID,1500 N. Fort Hall Mine Road,Pocatello,Bannock,83204,42.782,-112.375,Public,"Bannock County, ID",1943,2060,Open,"3,885,307",2022,Yes,0.717,0.192,167073-0,Operational,Project #1,4/14/14,,Electricity,Reciprocating Engine,,1.22,3.2,0.52,0.0617,0.0059
1004010,11120,Forward Landfill,CA,9999 S. Austin Road,Manteca,San Joaquin,95336,37.874624,-121.1833,Private,"Republic Services, Inc.",1973,2039,Open,"31,325,862",2022,Yes,5.363,3.533,180955-0,Operational,Project #1,2/22/14,,Electricity,Reciprocating Engine,,3.54,4.2,1.84,0.1791,0.0172
1004751,1852,Four Hills Landfill,NH,840 West Hollis Street Route 111,Nashua,Hillsborough,3062,42.728,-71.518,Public,"City of Nashua, NH",1971,2030,Open,"4,245,673",2022,Yes,1.185,,166432-2,Operational,"Project #1, Expansion #1",3/1/16,,Electricity,Reciprocating Engine,,1.63,2.4,1.03,0.0825,0.0079
1002107,62,Frank R. Bowerman SLF,CA,11002 Bee Canyon Access Road,Irvine,Orange,92602,33.72053,-117.70947,Public,"County of Orange - OC Waste & Recycling, CA",1990,2053,Open,"64,319,453",2022,Yes,14.132,5.543,181105-0,Operational,Project #2,3/29/16,,Electricity,Reciprocating Engine,,18.74,23.1,8.589,0.9483,0.091
1004247,1583,Frederick County Regional Landfill,VA,"280 Landfill Road
Route 719",Winchester,Frederick,22602,39.1416,-78.0988,Public,"County of Frederick, VA",1977,2045,Open,"5,193,241",2022,Yes,0.477,0.019,181061-0,Operational,Project #2,11/4/10,,Electricity,Reciprocating Engine,,0.95,2.1,0.457,0.0481,0.0046
1003521,1262,Frey Farm-Creswell LF,PA,3049 River Road,Conestoga,Lancaster,17516,39.955047,-76.446215,Public,"Lancaster County Solid Waste Management Authority, PA",1969,2038,Open,"14,431,191",2022,Yes,0.974,0,1383-0,Operational,Project #1,2/1/06,,Electricity,Reciprocating Engine,,1.96,3.2,0.99,0.0992,0.0095
1003911,2277,Front Range Landfill,CO,1830 Weld County Road 5,Erie,Weld,80516,40.020405,-105.012673,Private,Waste Connections Inc. - Central Region,1996,2048,Open,"22,704,246",2022,Yes,2.047,1.861,6416-0,Operational,Combination Project,10/1/11,,Electricity,Reciprocating Engine,,1.62,3.2,1.27,0.0273,0.0026
1004894,984,Fulton County LF,NY,847 Mud Road,Johnstown,Fulton,12095,43.0127,-74.4725,Public,"Fulton County, NY",1989,2059,Open,"3,504,009",2022,Yes,0.948,0,1056-0,Operational,Project #1,6/4/10,,Electricity,Reciprocating Engine,,1.88,3.2,0.948,0.0951,0.0091
1005137,1084,Gaston County LF,NC,3155 Philadelphia Church Road,Dallas,Gaston,28034,35.3886,-81.1718,Public,"Gaston County, NC",1987,2035,Open,"4,838,741",2022,Yes,1.487,0.074,1157-0,Operational,Project #1,8/31/11,,Electricity,Reciprocating Engine,,1.74,2.8,0.807,0.0881,0.0085
1005137,1084,Gaston County LF,NC,3155 Philadelphia Church Road,Dallas,Gaston,28034,35.3886,-81.1718,Public,"Gaston County, NC",1987,2035,Open,"4,838,741",2022,Yes,1.487,0.074,1157-1,Operational,"Project #1, Expansion #1",1/1/16,,Electricity,Reciprocating Engine,,0.87,1.4,0.403,0.044,0.0042
1003392,1159,Geneva Landfill,OH,4339 Tuttle Road,Geneva,Ashtabula,44041,41.793893,-80.905227,Private,WM,1980,2096,Open,"6,421,241",2022,Yes,1.222,0.021,1233-0,Operational,Project #1,4/1/13,,Electricity,Reciprocating Engine,,2.3,4,1.2,0.1164,0.0112
1007195,1667,Glacier Ridge Landfill LLC,WI,N7296 County Road V,Horicon,Dodge,53032,43.465,-88.555,Private,GFL Environmental USA Inc.,1960,2029,Open,"16,465,595",2022,Yes,3.024,0.135,180388-0,Operational,Project #2,5/1/04,,Electricity,Microturbine,,0.3,0.3,0.187,0.0152,0.0015
1005973,680,Glasgow Regional Landfill,KY,400 Glen Garry Road,Glasgow,Barren,42141,36.9857,-85.956,Public,"City of Glasgow, KY",1983,2046,Open,"2,951,477",2022,Yes,0.306,,750-0,Operational,Project #1,1/1/16,,Electricity,Reciprocating Engine,,0.47,1,0.26,0.0238,0.0023
1005964,1958,Golden Triangle Regional Landfill,MS,2505 Old West Point Road,Starkville,Oktibbeha,39759,33.5283,-88.6724,Public,"Golden Triangle Regional Solid Waste Management Authority, MS",1996,2176,Open,"3,729,564",2022,Yes,0.324,0.025,167040-0,Operational,Project #1,9/30/11,,Electricity,Reciprocating Engine,,0.67,0.999,0.37,0.0339,0.0033
1003460,1255,Grand Central SLF,PA,1963 Pen Argyl Road,Pen Argyl,Northampton,18072,40.8581,-75.2619,Private,WM,1980,2029,Open,"23,463,698",2022,Yes,6.156,1.589,1330-0,Operational,Project #1,3/1/01,,Electricity,Gas Turbine,,5.31,9.3,4.432,0.2687,0.0258
1002720,1947,Granger Grand River LF,MI,8550 West Grand River Highway,Grand Ledge,Clinton,48837,42.7896,-84.6935,Private,Granger Waste Management Corp.,1970,2060,Open,"8,210,022",2022,Yes,0.463,0,167029-0,Operational,Project #1,4/10/91,,Electricity,Reciprocating Engine,,0.43,1.6,0.244,0.0218,0.0021
1002720,1947,Granger Grand River LF,MI,8550 West Grand River Highway,Grand Ledge,Clinton,48837,42.7896,-84.6935,Private,Granger Waste Management Corp.,1970,2060,Open,"8,210,022",2022,Yes,0.463,0,167029-1,Operational,"Project #1, Expansions #1 & #2",1/1/96,,Electricity,Reciprocating Engine,,0.43,1.6,0.244,0.0218,0.0021
